track_id,avg_speed,timestamp
1,0.0,1742291410
2,0.0,1742291410
3,0.0,1742291410
4,1.62,1742291410
5,0.0,1742291410
6,0.0,1742291410
7,0.0,1742291410
8,0.0,1742291410
9,0.0,1742291410
10,0.0,1742291410
11,0.0,1742291410
12,0.0,1742291410
13,1.62,1742291410
14,0.0,1742291410
15,0.0,1742291410
